failure_class,feature_key,feature_layer,feature,metric,family,lane,bit,control_bit,n,median_delta,median_delta_abs,abs_improved,abs_worsened,sign_flip,score
fail_no_abort_or_startup,skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_1__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,1,2,-15.0,-15.0,1,1,0,30.0
fail_no_abort_or_startup,skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_1__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,1,2,-15.0,-15.0,1,1,0,30.0
fail_no_abort_or_startup,json::json_manhattan_median__cal_index_to_cntvaluein_data__all__no_bit__ctrl_none__pair__value_ps,json,json_manhattan_median__cal_index_to_cntvaluein_data__all__no_bit__ctrl_none__pair__value_ps,json_manhattan_median,cal_index_to_cntvaluein_data,all,,,2,-13.5,-13.5,2,0,0,27.0
fail_no_abort_or_startup,json::json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_3__sites__value_ps,json,json_site_y_median__cntvaluein_dqs_lut__all__no_bit__ctrl_3__sites__value_ps,json_site_y_median,cntvaluein_dqs_lut,all,,3,2,-13.5,-13.5,2,0,0,27.0
fail_no_abort_or_startup,skew::abs_dqs_bus_skew_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_bus_skew__value_ps,skew,abs_dqs_bus_skew_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_bus_skew__value_ps,abs_dqs_bus_skew_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,,2,12.5,12.5,1,1,0,25.0
fail_no_abort_or_startup,skew::abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,skew,abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,abs_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,2,2,-11.5,-11.5,2,0,0,23.0
fail_no_abort_or_startup,skew::signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,2,2,11.5,-11.5,2,0,0,23.0
fail_no_abort_or_startup,json::json_site_y_spread__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_spread__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_y_spread,calibration_index_lut,all,,,2,11.0,11.0,0,2,0,22.0
fail_no_abort_or_startup,skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_3__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_3__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,3,2,11.0,11.0,1,1,0,22.0
fail_no_abort_or_startup,skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_3__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_3__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,3,2,-10.5,-10.5,1,1,0,21.0
fail_no_abort_or_startup,skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_4__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,4,2,9.0,9.0,1,1,0,18.0
fail_no_abort_or_startup,sdf::direct_max__dq_iologic__lane1__dq11__ctrl_none__endpoint__value_ps,sdf,direct_max__dq_iologic__lane1__dq11__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane1,dq11,,2,-8.5,-8.5,1,1,0,17.0
fail_no_abort_or_startup,skew::abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,skew,abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,abs_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,0,2,-7.0,-7.0,1,1,0,14.0
fail_no_abort_or_startup,skew::ld_dq_lane_range__idelay_ld_skew__lane1__no_bit__ctrl_none__dq_lane__value_ps,skew,ld_dq_lane_range__idelay_ld_skew__lane1__no_bit__ctrl_none__dq_lane__value_ps,ld_dq_lane_range,idelay_ld_skew,lane1,,,2,7.0,7.0,1,1,0,14.0
fail_no_abort_or_startup,skew::signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,0,2,7.0,-7.0,1,1,0,14.0
fail_no_abort_or_startup,json::json_site_y_median__reset_release_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_median__reset_release_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_y_median,reset_release_lut,all,,,2,-6.0,-6.0,2,0,0,12.0
fail_no_abort_or_startup,json::json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_3__sites__value_ps,json,json_site_y_median__cntvaluein_data_lut__all__no_bit__ctrl_3__sites__value_ps,json_site_y_median,cntvaluein_data_lut,all,,3,2,-5.25,-5.25,2,0,0,10.5
fail_no_abort_or_startup,skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_1__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,1,2,-4.5,-4.5,1,1,0,9.0
fail_no_abort_or_startup,skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_0__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,0,2,-4.5,-4.5,1,1,0,9.0
fail_no_abort_or_startup,skew::abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,skew,abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,abs_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,3,2,4.5,4.5,1,1,0,9.0
fail_no_abort_or_startup,skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_1__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,1,2,-4.5,-4.5,1,1,0,9.0
fail_no_abort_or_startup,skew::signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,3,2,-4.5,4.5,1,1,0,9.0
fail_no_abort_or_startup,json::json_manhattan_median__cntvaluein_data_to_dqs_lut__all__no_bit__ctrl_none__pair__value_ps,json,json_manhattan_median__cntvaluein_data_to_dqs_lut__all__no_bit__ctrl_none__pair__value_ps,json_manhattan_median,cntvaluein_data_to_dqs_lut,all,,,2,-3.5,-3.5,1,1,0,7.0
fail_no_abort_or_startup,json::json_site_y_median__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_median__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_y_median,calibration_index_lut,all,,,2,-3.5,-3.5,1,1,0,7.0
fail_no_abort_or_startup,skew::abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,skew,abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,abs_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,2,-3.5,-3.5,1,1,0,7.0
fail_no_abort_or_startup,skew::signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,2,3.5,-3.5,1,1,0,7.0
fail_no_abort_or_startup,json::json_site_x_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_1__sites__value_ps,json,json_site_x_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_1__sites__value_ps,json_site_x_spread,cntvaluein_dqs_lut,all,,1,2,3.0,3.0,0,2,0,6.0
fail_no_abort_or_startup,json::json_site_x_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_2__sites__value_ps,json,json_site_x_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_2__sites__value_ps,json_site_x_spread,cntvaluein_dqs_lut,all,,2,2,3.0,3.0,0,2,0,6.0
fail_no_abort_or_startup,json::json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_2__sites__value_ps,json,json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_2__sites__value_ps,json_site_y_spread,cntvaluein_dqs_lut,all,,2,2,3.0,3.0,0,1,0,6.0
fail_no_abort_or_startup,skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_1__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,1,2,-3.0,-3.0,1,1,0,6.0
fail_no_abort_or_startup,skew::abs_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,skew,abs_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,abs_ld_dqs_minus_dq_median,idelay_ld_skew,lane0,dqs0,,2,3.0,3.0,1,1,0,6.0
fail_no_abort_or_startup,json::json_site_x_spread__cntvaluein_data_lut__all__no_bit__ctrl_1__sites__value_ps,json,json_site_x_spread__cntvaluein_data_lut__all__no_bit__ctrl_1__sites__value_ps,json_site_x_spread,cntvaluein_data_lut,all,,1,2,2.5,2.5,1,1,0,5.0
fail_no_abort_or_startup,json::json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_1__sites__value_ps,json,json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_1__sites__value_ps,json_site_y_spread,cntvaluein_data_lut,all,,1,2,2.5,2.5,0,2,0,5.0
fail_no_abort_or_startup,json::json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_4__sites__value_ps,json,json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_4__sites__value_ps,json_site_y_spread,cntvaluein_dqs_lut,all,,4,2,-2.0,-2.0,2,0,0,4.0
fail_no_abort_or_startup,json::json_site_x_spread__cntvaluein_data_lut__all__no_bit__ctrl_4__sites__value_ps,json,json_site_x_spread__cntvaluein_data_lut__all__no_bit__ctrl_4__sites__value_ps,json_site_x_spread,cntvaluein_data_lut,all,,4,2,-1.5,-1.5,1,1,0,3.0
fail_no_abort_or_startup,skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_4__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,4,2,1.5,1.5,0,1,0,3.0
fail_no_abort_or_startup,skew::dq_bus_skew_range__idelay_cntvaluein_skew__lane1__no_bit__ctrl_none__dq_lane_bus_skew__value_ps,skew,dq_bus_skew_range__idelay_cntvaluein_skew__lane1__no_bit__ctrl_none__dq_lane_bus_skew__value_ps,dq_bus_skew_range,idelay_cntvaluein_skew,lane1,,,2,-1.5,-1.5,1,1,0,3.0
fail_no_abort_or_startup,json::json_site_x_spread__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_x_spread__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_x_spread,calibration_index_lut,all,,,2,1.0,1.0,0,1,0,2.0
fail_no_abort_or_startup,json::json_site_x_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_3__sites__value_ps,json,json_site_x_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_3__sites__value_ps,json_site_x_spread,cntvaluein_dqs_lut,all,,3,2,-1.0,-1.0,1,1,0,2.0
fail_no_abort_or_startup,json::json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_1__sites__value_ps,json,json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_1__sites__value_ps,json_site_y_spread,cntvaluein_dqs_lut,all,,1,2,-1.0,-1.0,1,1,0,2.0
fail_no_abort_or_startup,skew::abs_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,skew,abs_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,abs_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,4,2,-0.75,-0.75,1,1,0,1.5
fail_no_abort_or_startup,skew::signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,skew,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,4,2,0.75,-0.75,1,1,0,1.5
fail_no_abort_or_startup,json::json_site_x_spread__cntvaluein_data_lut__all__no_bit__ctrl_3__sites__value_ps,json,json_site_x_spread__cntvaluein_data_lut__all__no_bit__ctrl_3__sites__value_ps,json_site_x_spread,cntvaluein_data_lut,all,,3,2,-0.5,-0.5,1,1,0,1.0
fail_no_abort_or_startup,json::json_site_x_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_4__sites__value_ps,json,json_site_x_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_4__sites__value_ps,json_site_x_spread,cntvaluein_dqs_lut,all,,4,2,0.5,0.5,0,1,0,1.0
fail_no_abort_or_startup,json::json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_2__sites__value_ps,json,json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_2__sites__value_ps,json_site_y_spread,cntvaluein_data_lut,all,,2,2,0.5,0.5,1,1,0,1.0
fail_no_abort_or_startup,json::json_cell_count__calibration_index_lut__all__no_bit__ctrl_none__cells__value_ps,json,json_cell_count__calibration_index_lut__all__no_bit__ctrl_none__cells__value_ps,json_cell_count,calibration_index_lut,all,,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_0__cells__value_ps,json,json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_0__cells__value_ps,json_cell_count,cntvaluein_data_lut,all,,0,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_1__cells__value_ps,json,json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_1__cells__value_ps,json_cell_count,cntvaluein_data_lut,all,,1,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_2__cells__value_ps,json,json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_2__cells__value_ps,json_cell_count,cntvaluein_data_lut,all,,2,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_3__cells__value_ps,json,json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_3__cells__value_ps,json_cell_count,cntvaluein_data_lut,all,,3,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_4__cells__value_ps,json,json_cell_count__cntvaluein_data_lut__all__no_bit__ctrl_4__cells__value_ps,json_cell_count,cntvaluein_data_lut,all,,4,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_0__cells__value_ps,json,json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_0__cells__value_ps,json_cell_count,cntvaluein_dqs_lut,all,,0,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_1__cells__value_ps,json,json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_1__cells__value_ps,json_cell_count,cntvaluein_dqs_lut,all,,1,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_2__cells__value_ps,json,json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_2__cells__value_ps,json_cell_count,cntvaluein_dqs_lut,all,,2,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_3__cells__value_ps,json,json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_3__cells__value_ps,json_cell_count,cntvaluein_dqs_lut,all,,3,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_4__cells__value_ps,json,json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_4__cells__value_ps,json_cell_count,cntvaluein_dqs_lut,all,,4,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_none__cells__value_ps,json,json_cell_count__cntvaluein_dqs_lut__all__no_bit__ctrl_none__cells__value_ps,json_cell_count,cntvaluein_dqs_lut,all,,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane0__dq0__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane0__dq0__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane0,dq0,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane0__dq1__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane0__dq1__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane0,dq1,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane0__dq2__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane0__dq2__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane0,dq2,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane0__dq3__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane0__dq3__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane0,dq3,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane0__dq4__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane0__dq4__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane0,dq4,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane0__dq5__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane0__dq5__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane0,dq5,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane0__dq6__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane0__dq6__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane0,dq6,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane0__dq7__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane0__dq7__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane0,dq7,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane1__dq10__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane1__dq10__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane1,dq10,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane1__dq11__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane1__dq11__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane1,dq11,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane1__dq12__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane1__dq12__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane1,dq12,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane1__dq13__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane1__dq13__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane1,dq13,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane1__dq14__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane1__dq14__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane1,dq14,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane1__dq15__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane1__dq15__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane1,dq15,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane1__dq8__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane1__dq8__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane1,dq8,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_data__lane1__dq9__ctrl_none__cells__value_ps,json,json_cell_count__idelay_data__lane1__dq9__ctrl_none__cells__value_ps,json_cell_count,idelay_data,lane1,dq9,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_dqs__lane0__dqs0__ctrl_none__cells__value_ps,json,json_cell_count__idelay_dqs__lane0__dqs0__ctrl_none__cells__value_ps,json_cell_count,idelay_dqs,lane0,dqs0,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelay_dqs__lane1__dqs1__ctrl_none__cells__value_ps,json,json_cell_count__idelay_dqs__lane1__dqs1__ctrl_none__cells__value_ps,json_cell_count,idelay_dqs,lane1,dqs1,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__idelayctrl__all__no_bit__ctrl_none__cells__value_ps,json,json_cell_count__idelayctrl__all__no_bit__ctrl_none__cells__value_ps,json_cell_count,idelayctrl,all,,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane0__dq0__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane0__dq0__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane0,dq0,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane0__dq1__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane0__dq1__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane0,dq1,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane0__dq2__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane0__dq2__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane0,dq2,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane0__dq3__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane0__dq3__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane0,dq3,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane0__dq4__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane0__dq4__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane0,dq4,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane0__dq5__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane0__dq5__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane0,dq5,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane0__dq6__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane0__dq6__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane0,dq6,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane0__dq7__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane0__dq7__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane0,dq7,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane1__dq10__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane1__dq10__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane1,dq10,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane1__dq11__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane1__dq11__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane1,dq11,,2,0.0,0.0,0,0,0,0.0
fail_no_abort_or_startup,json::json_cell_count__iserdes_data__lane1__dq12__ctrl_none__cells__value_ps,json,json_cell_count__iserdes_data__lane1__dq12__ctrl_none__cells__value_ps,json_cell_count,iserdes_data,lane1,dq12,,2,0.0,0.0,0,0,0,0.0
