x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
1.0342,379.0,379.0,,,fail_to_pass,37,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9208,208.0,208.0,,,fail_to_pass,38,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.054,506.0,506.0,,,fail_to_pass,40,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0072,-608.0,-608.0,,,fail_to_pass,42,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9604,-79.0,-79.0,,,fail_to_pass,44,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9802,388.0,388.0,,,fail_to_pass,47,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0864,566.0,566.0,,,fail_to_pass,54,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.973,76.0,76.0,,,fail_to_pass,55,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9262,-388.0,-388.0,,,fail_to_pass,57,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9928,-289.0,-289.0,,,fail_to_pass,58,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9748,-358.0,,-358.0,,pass_to_fail,28,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.928,331.0,,331.0,,pass_to_fail,30,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9478,-370.0,,-370.0,,pass_to_fail,33,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9676,-602.0,,-602.0,,pass_to_fail,36,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9874,-480.0,,-480.0,,pass_to_fail,39,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.0468,249.0,,249.0,,pass_to_fail,48,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.0,27.0,,27.0,,pass_to_fail,50,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.0666,-274.0,,-274.0,,pass_to_fail,51,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9532,-231.0,,-231.0,,pass_to_fail,52,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.0198,-661.0,,-661.0,,pass_to_fail,53,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.9766,213.0,,,213.0,pass_to_pass,1,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.9298,-534.0,,,-534.0,pass_to_pass,3,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.063,293.0,,,293.0,pass_to_pass,5,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.081,-263.0,,,-263.0,pass_to_pass,35,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.0738,-214.0,,,-214.0,pass_to_pass,43,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.9136,-205.0,,,-205.0,pass_to_pass,46,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.9334,114.0,,,114.0,pass_to_pass,49,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.0396,-5.0,,,-5.0,pass_to_pass,56,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.0594,-64.0,,,-64.0,pass_to_pass,59,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
