x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
1.0612,334.0,334.0,,,fail_to_pass,32,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.0144,134.0,134.0,,,fail_to_pass,34,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.0342,323.0,323.0,,,fail_to_pass,37,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
0.9208,403.0,403.0,,,fail_to_pass,38,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.054,-1008.0,-1008.0,,,fail_to_pass,40,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.0072,386.0,386.0,,,fail_to_pass,42,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
0.9604,-62.0,-62.0,,,fail_to_pass,44,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
0.9802,-189.0,-189.0,,,fail_to_pass,47,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.0864,720.0,720.0,,,fail_to_pass,54,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
0.973,-189.0,-189.0,,,fail_to_pass,55,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
0.9262,669.0,669.0,,,fail_to_pass,57,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
0.9928,811.0,811.0,,,fail_to_pass,58,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.9748,836.0,,836.0,,pass_to_fail,28,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.928,81.0,,81.0,,pass_to_fail,30,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.9478,-634.0,,-634.0,,pass_to_fail,33,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.9676,345.0,,345.0,,pass_to_fail,36,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.9874,-109.0,,-109.0,,pass_to_fail,39,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
2.0468,-579.0,,-579.0,,pass_to_fail,48,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
2.0,-345.0,,-345.0,,pass_to_fail,50,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
2.0666,-1102.0,,-1102.0,,pass_to_fail,51,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
1.9532,-657.0,,-657.0,,pass_to_fail,52,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
2.0198,437.0,,437.0,,pass_to_fail,53,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
3.9766,-502.0,,,-502.0,pass_to_pass,1,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
3.9298,1095.0,,,1095.0,pass_to_pass,3,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
4.063,686.0,,,686.0,pass_to_pass,5,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
4.081,538.0,,,538.0,pass_to_pass,35,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
4.0738,-759.0,,,-759.0,pass_to_pass,43,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
3.9136,1178.0,,,1178.0,pass_to_pass,46,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
3.9334,-9.0,,,-9.0,pass_to_pass,49,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
4.0396,-351.0,,,-351.0,pass_to_pass,56,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
4.0594,858.0,,,858.0,pass_to_pass,59,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps
