sample,status,metric,family,lane,bit,control_bit,scope,count,min_ps,median_ps,p95_ps,max_ps,spread_ps,value_ps
cntvaluein3-skew-locked-seed16-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,684.0,947.0,1713.0,1713.0,1029.0,1029.0
cntvaluein3-skew-locked-seed20,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,670.0,1014.0,1695.0,1695.0,1025.0,1025.0
cntvaluein3-skew-locked-seed23-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,713.0,1057.0,1674.0,1674.0,961.0,961.0
cntvaluein3-skew-locked-seed27,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1250.0,1656.0,2111.0,2111.0,861.0,861.0
cntvaluein3-skew-locked-seed28-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,841.0,1233.0,1429.0,1429.0,588.0,588.0
cntvaluein3-skew-locked-seed30-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,1243.0,1616.0,1810.0,1810.0,567.0,567.0
cntvaluein3-skew-locked-seed5,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,704.0,1034.0,1791.0,1791.0,1087.0,1087.0
cntvaluein3-skew-locked-seed6,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,528.0,665.0,1863.0,1863.0,1335.0,1335.0
cntvaluein3-skew-locked-seed1,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,663.0,763.0,1473.0,1473.0,810.0,810.0
cntvaluein3-skew-locked-seed11,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,746.0,1151.0,1455.0,1455.0,709.0,709.0
cntvaluein3-skew-locked-seed12-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,451.0,689.0,1552.0,1552.0,1101.0,1101.0
cntvaluein3-skew-locked-seed16-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,714.0,878.0,1269.0,1269.0,555.0,555.0
cntvaluein3-skew-locked-seed20,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,524.0,810.0,1488.0,1488.0,964.0,964.0
cntvaluein3-skew-locked-seed23-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,730.0,867.0,1649.0,1649.0,919.0,919.0
cntvaluein3-skew-locked-seed27,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1287.0,1758.0,1891.0,1891.0,604.0,604.0
cntvaluein3-skew-locked-seed28-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,753.0,889.0,1384.0,1384.0,631.0,631.0
cntvaluein3-skew-locked-seed30-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,1241.0,1592.0,1741.0,1741.0,500.0,500.0
cntvaluein3-skew-locked-seed5,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,712.0,828.0,1610.0,1610.0,898.0,898.0
cntvaluein3-skew-locked-seed6,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq13,,dq13,5,537.0,736.0,1922.0,1922.0,1385.0,1385.0
cntvaluein3-skew-locked-seed1,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,663.0,888.0,1761.0,1761.0,1098.0,1098.0
cntvaluein3-skew-locked-seed11,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,764.0,1225.0,1751.0,1751.0,987.0,987.0
cntvaluein3-skew-locked-seed12-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,758.0,953.0,1728.0,1728.0,970.0,970.0
cntvaluein3-skew-locked-seed16-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,736.0,1037.0,1876.0,1876.0,1140.0,1140.0
cntvaluein3-skew-locked-seed20,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,758.0,1098.0,1860.0,1860.0,1102.0,1102.0
cntvaluein3-skew-locked-seed23-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,720.0,1148.0,1787.0,1787.0,1067.0,1067.0
cntvaluein3-skew-locked-seed27,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1250.0,1580.0,2201.0,2201.0,951.0,951.0
cntvaluein3-skew-locked-seed28-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,768.0,1325.0,1516.0,1516.0,748.0,748.0
cntvaluein3-skew-locked-seed30-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,1065.0,1656.0,1894.0,1894.0,829.0,829.0
cntvaluein3-skew-locked-seed5,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,792.0,1036.0,1881.0,1881.0,1089.0,1089.0
cntvaluein3-skew-locked-seed6,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq14,,dq14,5,612.0,750.0,1929.0,1929.0,1317.0,1317.0
cntvaluein3-skew-locked-seed1,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,713.0,890.0,1417.0,1417.0,704.0,704.0
cntvaluein3-skew-locked-seed11,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,635.0,782.0,1233.0,1233.0,598.0,598.0
cntvaluein3-skew-locked-seed12-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,412.0,601.0,1338.0,1338.0,926.0,926.0
cntvaluein3-skew-locked-seed16-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,449.0,587.0,1457.0,1457.0,1008.0,1008.0
cntvaluein3-skew-locked-seed20,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,667.0,843.0,1404.0,1404.0,737.0,737.0
cntvaluein3-skew-locked-seed23-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,5,512.0,657.0,1526.0,1526.0,1014.0,1014.0
