feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,pass_min_minus_fail_max_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,4,dqs_vs_dq_bit,6,4,207.0,412.0,1033.0,36.0,119.0,556.0,-293.0,-997.0,-349.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,4,dqs_vs_dq_bit,6,4,-409.0,688.5,922.0,201.0,400.0,537.0,-288.5,-721.0,-946.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,2,dqs_vs_dq_bit,6,4,301.0,664.5,768.0,149.0,378.0,500.0,-286.5,-619.0,-199.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,4,dqs_vs_dq_bit,6,4,-498.0,601.5,834.0,115.0,328.5,449.0,-273.0,-719.0,-947.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,2,dqs_vs_dq_bit,6,4,83.0,553.0,909.0,205.0,401.0,416.0,-152.0,-704.0,-333.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,0,dqs_vs_dq_bit,6,4,254.0,342.5,687.0,57.0,203.0,472.0,-139.5,-630.0,-218.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,abs_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,1,ld_vs_cntvaluein_dq_lane,6,4,114.5,301.5,685.5,105.0,178.75,277.0,-122.75,-580.5,-162.5,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
dq_lane_range__idelay_cntvaluein_skew__lane0__no_bit__ctrl_2__dq_lane__value_ps,dq_lane_range,idelay_cntvaluein_skew,lane0,,2,dq_lane,6,4,242.0,352.5,487.0,229.0,267.5,337.0,-85.0,-258.0,-95.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,1,dqs_vs_dq_bit,6,4,155.0,652.0,1048.0,28.0,84.5,993.0,-567.5,-1020.0,-838.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,4,dqs_vs_dq_bit,6,4,28.0,615.5,942.0,2.0,59.5,662.0,-556.0,-940.0,-634.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,4,dqs_vs_dq_bit,6,4,-227.0,718.0,1036.0,-100.0,176.5,599.0,-541.5,-1136.0,-826.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,1,dqs_vs_dq_bit,6,4,158.0,612.5,968.0,21.0,83.0,965.0,-529.5,-947.0,-807.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,4,dqs_vs_dq_bit,6,4,-8.0,526.0,855.0,-158.0,21.5,647.0,-504.5,-1013.0,-655.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,2,dqs_vs_dq_bit,6,4,137.0,569.0,997.0,-400.0,86.5,753.0,-482.5,-1397.0,-616.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,4,dqs_vs_dq_bit,6,4,-315.0,713.5,948.0,-189.0,301.5,512.0,-412.0,-1137.0,-827.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,2,dqs_vs_dq_bit,6,4,46.0,475.5,826.0,-319.0,103.5,668.0,-372.0,-1145.0,-622.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,4,dqs_vs_dq_lane,6,4,222.5,466.5,800.0,115.5,211.0,347.5,-255.5,-684.5,-125.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_2__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,2,dqs_vs_dq_lane,6,4,179.0,544.75,907.5,49.5,380.25,560.0,-164.5,-858.0,-381.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,abs_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,6,4,268.0,391.5,451.0,15.0,243.5,420.0,-148.0,-436.0,-152.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,4,dqs_vs_dq_bit,6,4,51.0,252.5,825.0,95.0,143.5,218.0,-109.0,-730.0,-167.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,0,dqs_vs_dq_bit,6,4,254.0,302.5,605.0,31.0,248.5,461.0,-54.0,-574.0,-207.0,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
abs_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,abs_ld_dqs_minus_dq_median,idelay_ld_skew,lane0,dqs0,,dqs_vs_dq_lane,6,4,1.5,112.25,220.0,7.0,84.75,101.0,-27.5,-213.0,-99.5,0.208333,fail_lower,0.791667,-0.583333,overlap,0.0
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dqs,6,4,-342.0,-256.0,128.0,-671.0,-346.5,-276.0,-90.5,-799.0,-66.0,0.229167,fail_lower,0.770833,-0.541667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,1,dqs_vs_dq_bit,6,4,249.0,746.0,861.0,21.0,64.0,885.0,-682.0,-840.0,-636.0,0.25,fail_lower,0.75,-0.5,overlap,0.0
abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_1__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,1,dqs_vs_dq_lane,6,4,203.5,644.25,965.5,17.0,69.75,1014.5,-574.5,-948.5,-811.0,0.25,fail_lower,0.75,-0.5,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,4,dqs_vs_dq_bit,6,4,-263.0,420.0,671.0,-340.0,-119.5,563.0,-539.5,-1011.0,-826.0,0.25,fail_lower,0.75,-0.5,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,1,dqs_vs_dq_bit,6,4,159.0,599.5,825.0,28.0,68.5,1134.0,-531.0,-797.0,-975.0,0.25,fail_lower,0.75,-0.5,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,4,dqs_vs_dq_bit,6,4,-94.0,389.5,767.0,-245.0,-63.0,736.0,-452.5,-1012.0,-830.0,0.25,fail_lower,0.75,-0.5,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,1,dqs_vs_dq_bit,6,4,342.0,618.5,710.0,64.0,180.0,1050.0,-438.5,-646.0,-708.0,0.25,fail_lower,0.75,-0.5,overlap,0.0
