feature_a,feature_b,n_pass,n_fail,auc_pair_score_fail_higher,auc_best,fail_minus_pass_median_score
abs_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,dq_lane_range__idelay_cntvaluein_skew__lane0__no_bit__ctrl_1__dq_lane__value_ps,22,8,0.823864,0.823864,256.75
abs_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_4__dqs_vs_dq_bit__value_ps,22,8,0.821023,0.821023,355.75
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_3__dqs_vs_dq_bit__value_ps,abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,22,8,0.818182,0.818182,525.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_4__dqs_vs_dq_bit__value_ps,22,8,0.818182,0.818182,495.5
abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_4__dqs_vs_dq_bit__value_ps,22,8,0.818182,0.818182,462.5
abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_4__dqs_vs_dq_bit__value_ps,22,8,0.818182,0.818182,445.5
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_bus_skew_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_bus_skew__value_ps,22,8,0.818182,0.818182,443.5
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_0__dqs_vs_dq_bit__value_ps,22,8,0.818182,0.818182,441.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_4__dqs_vs_dq_bit__value_ps,dq_lane_range__idelay_cntvaluein_skew__lane0__no_bit__ctrl_1__dq_lane__value_ps,22,8,0.818182,0.818182,398.0
signed_dqs_bus_skew_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_bus_skew__value_ps,abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_1__dqs_vs_dq_lane__value_ps,22,8,0.818182,0.818182,383.25
dq_lane_range__idelay_cntvaluein_skew__lane0__no_bit__ctrl_4__dq_lane__value_ps,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_4__dqs_vs_dq_bit__value_ps,22,8,0.818182,0.818182,365.5
abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,dq_lane_range__idelay_cntvaluein_skew__lane0__no_bit__ctrl_1__dq_lane__value_ps,22,8,0.818182,0.818182,339.5
