feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,pass_min_minus_fail_max_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps
lane_spread__idelay_dqs_cntvaluein__lane1__no_bit__ctrl_none__lane__value_ps,lane_spread,idelay_dqs_cntvaluein,lane1,,,lane,22,1,183.0,520.5,731.0,431.0,431.0,431.0,-89.5,-300.0,-248.0,0.363636,fail_lower,0.636364,-0.272727,overlap,0.0
control_fanout_spread__idelay_data_cntvaluein__lane1__no_bit__ctrl_3__lane_control_bit__value_ps,control_fanout_spread,idelay_data_cntvaluein,lane1,,3,lane_control_bit,22,1,210.0,423.0,625.0,357.0,357.0,357.0,-66.0,-268.0,-147.0,0.363636,fail_lower,0.636364,-0.272727,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq13__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq13,1,endpoint,22,1,1136.0,1364.5,1703.0,1312.0,1312.0,1312.0,-52.5,-391.0,-176.0,0.363636,fail_lower,0.636364,-0.272727,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq11__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq11,3,endpoint,22,1,859.0,1408.0,1738.0,1315.0,1315.0,1315.0,-93.0,-423.0,-456.0,0.409091,fail_lower,0.590909,-0.181818,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq0,1,endpoint,22,1,1039.0,1687.0,2548.0,1597.0,1597.0,1597.0,-90.0,-951.0,-558.0,0.409091,fail_lower,0.590909,-0.181818,overlap,0.0
cntvaluein_bus_skew__idelay_data_cntvaluein__lane0__dq3__ctrl_none__dq3__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,22,1,293.0,628.5,1249.0,551.0,551.0,551.0,-77.5,-698.0,-258.0,0.409091,fail_lower,0.590909,-0.181818,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq3__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq3,3,endpoint,22,1,1018.0,1589.0,1899.0,1547.0,1547.0,1547.0,-42.0,-352.0,-529.0,0.409091,fail_lower,0.590909,-0.181818,overlap,0.0
direct_max__clocking__all__no_bit__ctrl_none__endpoint__value_ps,direct_max,clocking,all,,,endpoint,22,1,6105.0,6816.5,7275.0,6780.0,6780.0,6780.0,-36.5,-495.0,-675.0,0.409091,fail_lower,0.590909,-0.181818,overlap,0.0
lane_spread__clocking__all__no_bit__ctrl_none__lane__value_ps,lane_spread,clocking,all,,,lane,22,1,5986.0,6697.5,7156.0,6661.0,6661.0,6661.0,-36.5,-495.0,-675.0,0.409091,fail_lower,0.590909,-0.181818,overlap,0.0
direct_max__idelay_ld__lane1__dqs1__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dqs1,,endpoint,22,1,1146.0,1424.0,1963.0,1402.0,1402.0,1402.0,-22.0,-561.0,-256.0,0.431818,fail_lower,0.568182,-0.136364,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq1__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq1,3,endpoint,22,1,1174.0,1794.0,2193.0,1745.0,1745.0,1745.0,-49.0,-448.0,-571.0,0.454545,fail_lower,0.545455,-0.090909,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq9__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq9,1,endpoint,22,1,808.0,1185.5,1664.0,1174.0,1174.0,1174.0,-11.5,-490.0,-366.0,0.454545,fail_lower,0.545455,-0.090909,overlap,0.0
